fecha_venta,var1(t-7 day),var1(t-6 day),var1(t-5 day),var1(t-4 day),var1(t-3 day),var1(t-2 day),var1(t-1 day),var1(t-5 week),var1(t-4 week),var1(t-3 week),var1(t-2 week),var1(t-1 week),var1(t),tipo_festivo,day,dayofweek,month,year,weekday
2021-12-12,246.0,321.0,282.0,291.0,210.0,294.0,324.0,414.0,303.0,372.0,342.0,246.0,231.0,0,12,7,12,2021,0
2021-12-13,321.0,282.0,291.0,210.0,294.0,324.0,231.0,165.0,312.0,270.0,174.0,321.0,189.0,0,13,1,12,2021,1
2021-12-14,282.0,291.0,210.0,294.0,324.0,231.0,189.0,192.0,174.0,282.0,183.0,282.0,240.0,0,14,2,12,2021,1
2021-12-15,291.0,210.0,294.0,324.0,231.0,189.0,240.0,210.0,198.0,213.0,237.0,291.0,204.0,0,15,3,12,2021,1
2021-12-16,210.0,294.0,324.0,231.0,189.0,240.0,204.0,201.0,198.0,261.0,207.0,210.0,219.0,0,16,4,12,2021,1
2021-12-17,294.0,324.0,231.0,189.0,240.0,204.0,219.0,234.0,240.0,198.0,306.0,294.0,234.0,0,17,5,12,2021,1
2021-12-18,324.0,231.0,189.0,240.0,204.0,219.0,234.0,321.0,267.0,276.0,237.0,324.0,285.0,0,18,6,12,2021,0
2021-12-19,231.0,189.0,240.0,204.0,219.0,234.0,285.0,303.0,372.0,342.0,246.0,231.0,315.0,0,19,7,12,2021,0
2021-12-20,189.0,240.0,204.0,219.0,234.0,285.0,315.0,312.0,270.0,174.0,321.0,189.0,201.0,0,20,1,12,2021,1
2021-12-21,240.0,204.0,219.0,234.0,285.0,315.0,201.0,174.0,282.0,183.0,282.0,240.0,207.0,0,21,2,12,2021,1
2021-12-22,204.0,219.0,234.0,285.0,315.0,201.0,207.0,198.0,213.0,237.0,291.0,204.0,270.0,0,22,3,12,2021,1
2021-12-23,219.0,234.0,285.0,315.0,201.0,207.0,270.0,198.0,261.0,207.0,210.0,219.0,231.0,0,23,4,12,2021,1
2021-12-24,234.0,285.0,315.0,201.0,207.0,270.0,231.0,240.0,198.0,306.0,294.0,234.0,204.0,0,24,5,12,2021,1
2021-12-25,285.0,315.0,201.0,207.0,270.0,231.0,204.0,267.0,276.0,237.0,324.0,285.0,246.0,0,25,6,12,2021,0
2021-12-26,315.0,201.0,207.0,270.0,231.0,204.0,246.0,372.0,342.0,246.0,231.0,315.0,345.0,0,26,7,12,2021,0
2021-12-27,201.0,207.0,270.0,231.0,204.0,246.0,345.0,270.0,174.0,321.0,189.0,201.0,249.0,0,27,1,12,2021,1
2021-12-28,207.0,270.0,231.0,204.0,246.0,345.0,249.0,282.0,183.0,282.0,240.0,207.0,231.0,0,28,2,12,2021,1
2021-12-29,270.0,231.0,204.0,246.0,345.0,249.0,231.0,213.0,237.0,291.0,204.0,270.0,264.0,0,29,3,12,2021,1
2021-12-30,231.0,204.0,246.0,345.0,249.0,231.0,264.0,261.0,207.0,210.0,219.0,231.0,279.0,0,30,4,12,2021,1
2021-12-31,204.0,246.0,345.0,249.0,231.0,264.0,279.0,198.0,306.0,294.0,234.0,204.0,291.0,0,31,5,12,2021,1
2022-01-01,246.0,345.0,249.0,231.0,264.0,279.0,291.0,276.0,237.0,324.0,285.0,246.0,342.0,1,1,6,1,2022,0
2022-01-02,345.0,249.0,231.0,264.0,279.0,291.0,342.0,342.0,246.0,231.0,315.0,345.0,270.0,0,2,7,1,2022,0
2022-01-03,249.0,231.0,264.0,279.0,291.0,342.0,270.0,174.0,321.0,189.0,201.0,249.0,246.0,0,3,1,1,2022,1
2022-01-04,231.0,264.0,279.0,291.0,342.0,270.0,246.0,183.0,282.0,240.0,207.0,231.0,201.0,0,4,2,1,2022,1
2022-01-05,264.0,279.0,291.0,342.0,270.0,246.0,201.0,237.0,291.0,204.0,270.0,264.0,186.0,0,5,3,1,2022,1
2022-01-06,279.0,291.0,342.0,270.0,246.0,201.0,186.0,207.0,210.0,219.0,231.0,279.0,207.0,0,6,4,1,2022,1
2022-01-07,291.0,342.0,270.0,246.0,201.0,186.0,207.0,306.0,294.0,234.0,204.0,291.0,237.0,0,7,5,1,2022,1
2022-01-08,342.0,270.0,246.0,201.0,186.0,207.0,237.0,237.0,324.0,285.0,246.0,342.0,315.0,0,8,6,1,2022,0
2022-01-09,270.0,246.0,201.0,186.0,207.0,237.0,315.0,246.0,231.0,315.0,345.0,270.0,342.0,0,9,7,1,2022,0
2022-01-10,246.0,201.0,186.0,207.0,237.0,315.0,342.0,321.0,189.0,201.0,249.0,246.0,216.0,0,10,1,1,2022,1
2022-01-11,201.0,186.0,207.0,237.0,315.0,342.0,216.0,282.0,240.0,207.0,231.0,201.0,186.0,0,11,2,1,2022,1
2022-01-12,186.0,207.0,237.0,315.0,342.0,216.0,186.0,291.0,204.0,270.0,264.0,186.0,174.0,0,12,3,1,2022,1
2022-01-13,207.0,237.0,315.0,342.0,216.0,186.0,174.0,210.0,219.0,231.0,279.0,207.0,156.0,0,13,4,1,2022,1
2022-01-14,237.0,315.0,342.0,216.0,186.0,174.0,156.0,294.0,234.0,204.0,291.0,237.0,324.0,0,14,5,1,2022,1
2022-01-15,315.0,342.0,216.0,186.0,174.0,156.0,324.0,324.0,285.0,246.0,342.0,315.0,354.0,0,15,6,1,2022,0
2022-01-16,342.0,216.0,186.0,174.0,156.0,324.0,354.0,231.0,315.0,345.0,270.0,342.0,306.0,0,16,7,1,2022,0
2022-01-17,216.0,186.0,174.0,156.0,324.0,354.0,306.0,189.0,201.0,249.0,246.0,216.0,162.0,0,17,1,1,2022,1
2022-01-18,186.0,174.0,156.0,324.0,354.0,306.0,162.0,240.0,207.0,231.0,201.0,186.0,216.0,0,18,2,1,2022,1
2022-01-19,174.0,156.0,324.0,354.0,306.0,162.0,216.0,204.0,270.0,264.0,186.0,174.0,213.0,0,19,3,1,2022,1
2022-01-20,156.0,324.0,354.0,306.0,162.0,216.0,213.0,219.0,231.0,279.0,207.0,156.0,225.0,0,20,4,1,2022,1
2022-01-21,324.0,354.0,306.0,162.0,216.0,213.0,225.0,234.0,204.0,291.0,237.0,324.0,243.0,0,21,5,1,2022,1
2022-01-22,354.0,306.0,162.0,216.0,213.0,225.0,243.0,285.0,246.0,342.0,315.0,354.0,264.0,0,22,6,1,2022,0
2022-01-23,306.0,162.0,216.0,213.0,225.0,243.0,264.0,315.0,345.0,270.0,342.0,306.0,333.0,0,23,7,1,2022,0
2022-01-24,162.0,216.0,213.0,225.0,243.0,264.0,333.0,201.0,249.0,246.0,216.0,162.0,186.0,0,24,1,1,2022,1
2022-01-25,216.0,213.0,225.0,243.0,264.0,333.0,186.0,207.0,231.0,201.0,186.0,216.0,216.0,0,25,2,1,2022,1
2022-01-26,213.0,225.0,243.0,264.0,333.0,186.0,216.0,270.0,264.0,186.0,174.0,213.0,210.0,0,26,3,1,2022,1
2022-01-27,225.0,243.0,264.0,333.0,186.0,216.0,210.0,231.0,279.0,207.0,156.0,225.0,210.0,0,27,4,1,2022,1
2022-01-28,243.0,264.0,333.0,186.0,216.0,210.0,210.0,204.0,291.0,237.0,324.0,243.0,210.0,0,28,5,1,2022,1
2022-01-29,264.0,333.0,186.0,216.0,210.0,210.0,210.0,246.0,342.0,315.0,354.0,264.0,351.0,0,29,6,1,2022,0
2022-01-30,333.0,186.0,216.0,210.0,210.0,210.0,351.0,345.0,270.0,342.0,306.0,333.0,339.0,0,30,7,1,2022,0
2022-01-31,186.0,216.0,210.0,210.0,210.0,351.0,339.0,249.0,246.0,216.0,162.0,186.0,225.0,0,31,1,1,2022,1
2022-02-01,216.0,210.0,210.0,210.0,351.0,339.0,225.0,231.0,201.0,186.0,216.0,216.0,210.0,0,1,2,2,2022,1
2022-02-02,210.0,210.0,210.0,351.0,339.0,225.0,210.0,264.0,186.0,174.0,213.0,210.0,198.0,0,2,3,2,2022,1
2022-02-03,210.0,210.0,351.0,339.0,225.0,210.0,198.0,279.0,207.0,156.0,225.0,210.0,264.0,0,3,4,2,2022,1
2022-02-04,210.0,351.0,339.0,225.0,210.0,198.0,264.0,291.0,237.0,324.0,243.0,210.0,291.0,0,4,5,2,2022,1
2022-02-05,351.0,339.0,225.0,210.0,198.0,264.0,291.0,342.0,315.0,354.0,264.0,351.0,243.0,0,5,6,2,2022,0
2022-02-06,339.0,225.0,210.0,198.0,264.0,291.0,243.0,270.0,342.0,306.0,333.0,339.0,345.0,0,6,7,2,2022,0
2022-02-07,225.0,210.0,198.0,264.0,291.0,243.0,345.0,246.0,216.0,162.0,186.0,225.0,165.0,0,7,1,2,2022,1
2022-02-08,210.0,198.0,264.0,291.0,243.0,345.0,165.0,201.0,186.0,216.0,216.0,210.0,162.0,0,8,2,2,2022,1
2022-02-09,198.0,264.0,291.0,243.0,345.0,165.0,162.0,186.0,174.0,213.0,210.0,198.0,213.0,0,9,3,2,2022,1
2022-02-10,264.0,291.0,243.0,345.0,165.0,162.0,213.0,207.0,156.0,225.0,210.0,264.0,222.0,0,10,4,2,2022,1
2022-02-11,291.0,243.0,345.0,165.0,162.0,213.0,222.0,237.0,324.0,243.0,210.0,291.0,291.0,0,11,5,2,2022,1
2022-02-12,243.0,345.0,165.0,162.0,213.0,222.0,291.0,315.0,354.0,264.0,351.0,243.0,345.0,0,12,6,2,2022,0
2022-02-13,345.0,165.0,162.0,213.0,222.0,291.0,345.0,342.0,306.0,333.0,339.0,345.0,324.0,0,13,7,2,2022,0
2022-02-14,165.0,162.0,213.0,222.0,291.0,345.0,324.0,216.0,162.0,186.0,225.0,165.0,219.0,0,14,1,2,2022,1
2022-02-15,162.0,213.0,222.0,291.0,345.0,324.0,219.0,186.0,216.0,216.0,210.0,162.0,183.0,0,15,2,2,2022,1
2022-02-16,213.0,222.0,291.0,345.0,324.0,219.0,183.0,174.0,213.0,210.0,198.0,213.0,225.0,0,16,3,2,2022,1
2022-02-17,222.0,291.0,345.0,324.0,219.0,183.0,225.0,156.0,225.0,210.0,264.0,222.0,180.0,0,17,4,2,2022,1
2022-02-18,291.0,345.0,324.0,219.0,183.0,225.0,180.0,324.0,243.0,210.0,291.0,291.0,207.0,0,18,5,2,2022,1
2022-02-19,345.0,324.0,219.0,183.0,225.0,180.0,207.0,354.0,264.0,351.0,243.0,345.0,303.0,0,19,6,2,2022,0
2022-02-20,324.0,219.0,183.0,225.0,180.0,207.0,303.0,306.0,333.0,339.0,345.0,324.0,336.0,0,20,7,2,2022,0
2022-02-21,219.0,183.0,225.0,180.0,207.0,303.0,336.0,162.0,186.0,225.0,165.0,219.0,222.0,0,21,1,2,2022,1
2022-02-22,183.0,225.0,180.0,207.0,303.0,336.0,222.0,216.0,216.0,210.0,162.0,183.0,231.0,0,22,2,2,2022,1
2022-02-23,225.0,180.0,207.0,303.0,336.0,222.0,231.0,213.0,210.0,198.0,213.0,225.0,192.0,0,23,3,2,2022,1
2022-02-24,180.0,207.0,303.0,336.0,222.0,231.0,192.0,225.0,210.0,264.0,222.0,180.0,195.0,0,24,4,2,2022,1
2022-02-25,207.0,303.0,336.0,222.0,231.0,192.0,195.0,243.0,210.0,291.0,291.0,207.0,321.0,0,25,5,2,2022,1
2022-02-26,303.0,336.0,222.0,231.0,192.0,195.0,321.0,264.0,351.0,243.0,345.0,303.0,387.0,0,26,6,2,2022,0
2022-02-27,336.0,222.0,231.0,192.0,195.0,321.0,387.0,333.0,339.0,345.0,324.0,336.0,363.0,0,27,7,2,2022,0
2022-02-28,222.0,231.0,192.0,195.0,321.0,387.0,363.0,186.0,225.0,165.0,219.0,222.0,276.0,1,28,1,2,2022,1
2022-03-01,231.0,192.0,195.0,321.0,387.0,363.0,276.0,216.0,210.0,162.0,183.0,231.0,234.0,0,1,2,3,2022,1
2022-03-02,192.0,195.0,321.0,387.0,363.0,276.0,234.0,210.0,198.0,213.0,225.0,192.0,165.0,0,2,3,3,2022,1
2022-03-03,195.0,321.0,387.0,363.0,276.0,234.0,165.0,210.0,264.0,222.0,180.0,195.0,222.0,0,3,4,3,2022,1
2022-03-04,321.0,387.0,363.0,276.0,234.0,165.0,222.0,210.0,291.0,291.0,207.0,321.0,210.0,0,4,5,3,2022,1
2022-03-05,387.0,363.0,276.0,234.0,165.0,222.0,210.0,351.0,243.0,345.0,303.0,387.0,264.0,0,5,6,3,2022,0
2022-03-06,363.0,276.0,234.0,165.0,222.0,210.0,264.0,339.0,345.0,324.0,336.0,363.0,357.0,0,6,7,3,2022,0
2022-03-07,276.0,234.0,165.0,222.0,210.0,264.0,357.0,225.0,165.0,219.0,222.0,276.0,141.0,0,7,1,3,2022,1
2022-03-08,234.0,165.0,222.0,210.0,264.0,357.0,141.0,210.0,162.0,183.0,231.0,234.0,177.0,0,8,2,3,2022,1
2022-03-09,165.0,222.0,210.0,264.0,357.0,141.0,177.0,198.0,213.0,225.0,192.0,165.0,165.0,0,9,3,3,2022,1
2022-03-10,222.0,210.0,264.0,357.0,141.0,177.0,165.0,264.0,222.0,180.0,195.0,222.0,225.0,0,10,4,3,2022,1
2022-03-11,210.0,264.0,357.0,141.0,177.0,165.0,225.0,291.0,291.0,207.0,321.0,210.0,195.0,0,11,5,3,2022,1
2022-03-12,264.0,357.0,141.0,177.0,165.0,225.0,195.0,243.0,345.0,303.0,387.0,264.0,204.0,0,12,6,3,2022,0
2022-03-13,357.0,141.0,177.0,165.0,225.0,195.0,204.0,345.0,324.0,336.0,363.0,357.0,345.0,0,13,7,3,2022,0
2022-03-14,141.0,177.0,165.0,225.0,195.0,204.0,345.0,165.0,219.0,222.0,276.0,141.0,138.0,0,14,1,3,2022,1
2022-03-15,177.0,165.0,225.0,195.0,204.0,345.0,138.0,162.0,183.0,231.0,234.0,177.0,159.0,0,15,2,3,2022,1
2022-03-16,165.0,225.0,195.0,204.0,345.0,138.0,159.0,213.0,225.0,192.0,165.0,165.0,174.0,0,16,3,3,2022,1
2022-03-17,225.0,195.0,204.0,345.0,138.0,159.0,174.0,222.0,180.0,195.0,222.0,225.0,210.0,0,17,4,3,2022,1
2022-03-18,195.0,204.0,345.0,138.0,159.0,174.0,210.0,291.0,207.0,321.0,210.0,195.0,273.0,0,18,5,3,2022,1
2022-03-19,204.0,345.0,138.0,159.0,174.0,210.0,273.0,345.0,303.0,387.0,264.0,204.0,336.0,0,19,6,3,2022,0
2022-03-20,345.0,138.0,159.0,174.0,210.0,273.0,336.0,324.0,336.0,363.0,357.0,345.0,327.0,0,20,7,3,2022,0
2022-03-21,138.0,159.0,174.0,210.0,273.0,336.0,327.0,219.0,222.0,276.0,141.0,138.0,204.0,0,21,1,3,2022,1
2022-03-22,159.0,174.0,210.0,273.0,336.0,327.0,204.0,183.0,231.0,234.0,177.0,159.0,231.0,0,22,2,3,2022,1
2022-03-23,174.0,210.0,273.0,336.0,327.0,204.0,231.0,225.0,192.0,165.0,165.0,174.0,198.0,0,23,3,3,2022,1
2022-03-24,210.0,273.0,336.0,327.0,204.0,231.0,198.0,180.0,195.0,222.0,225.0,210.0,156.0,0,24,4,3,2022,1
2022-03-25,273.0,336.0,327.0,204.0,231.0,198.0,156.0,207.0,321.0,210.0,195.0,273.0,174.0,0,25,5,3,2022,1
2022-03-26,336.0,327.0,204.0,231.0,198.0,156.0,174.0,303.0,387.0,264.0,204.0,336.0,291.0,0,26,6,3,2022,0
2022-03-27,327.0,204.0,231.0,198.0,156.0,174.0,291.0,336.0,363.0,357.0,345.0,327.0,312.0,0,27,7,3,2022,0
2022-03-28,204.0,231.0,198.0,156.0,174.0,291.0,312.0,222.0,276.0,141.0,138.0,204.0,240.0,0,28,1,3,2022,1
2022-03-29,231.0,198.0,156.0,174.0,291.0,312.0,240.0,231.0,234.0,177.0,159.0,231.0,201.0,0,29,2,3,2022,1
2022-03-30,198.0,156.0,174.0,291.0,312.0,240.0,201.0,192.0,165.0,165.0,174.0,198.0,177.0,0,30,3,3,2022,1
2022-03-31,156.0,174.0,291.0,312.0,240.0,201.0,177.0,195.0,222.0,225.0,210.0,156.0,195.0,0,31,4,3,2022,1
2022-04-01,174.0,291.0,312.0,240.0,201.0,177.0,195.0,321.0,210.0,195.0,273.0,174.0,240.0,0,1,5,4,2022,1
2022-04-02,291.0,312.0,240.0,201.0,177.0,195.0,240.0,387.0,264.0,204.0,336.0,291.0,396.0,0,2,6,4,2022,0
2022-04-03,312.0,240.0,201.0,177.0,195.0,240.0,396.0,363.0,357.0,345.0,327.0,312.0,315.0,0,3,7,4,2022,0
2022-04-04,240.0,201.0,177.0,195.0,240.0,396.0,315.0,276.0,141.0,138.0,204.0,240.0,270.0,0,4,1,4,2022,1
2022-04-05,201.0,177.0,195.0,240.0,396.0,315.0,270.0,234.0,177.0,159.0,231.0,201.0,267.0,0,5,2,4,2022,1
2022-04-06,177.0,195.0,240.0,396.0,315.0,270.0,267.0,165.0,165.0,174.0,198.0,177.0,207.0,0,6,3,4,2022,1
2022-04-07,195.0,240.0,396.0,315.0,270.0,267.0,207.0,222.0,225.0,210.0,156.0,195.0,207.0,0,7,4,4,2022,1
2022-04-08,240.0,396.0,315.0,270.0,267.0,207.0,207.0,210.0,195.0,273.0,174.0,240.0,210.0,0,8,5,4,2022,1
2022-04-09,396.0,315.0,270.0,267.0,207.0,207.0,210.0,264.0,204.0,336.0,291.0,396.0,243.0,0,9,6,4,2022,0
2022-04-10,315.0,270.0,267.0,207.0,207.0,210.0,243.0,357.0,345.0,327.0,312.0,315.0,330.0,0,10,7,4,2022,0
2022-04-11,270.0,267.0,207.0,207.0,210.0,243.0,330.0,141.0,138.0,204.0,240.0,270.0,174.0,0,11,1,4,2022,1
2022-04-12,267.0,207.0,207.0,210.0,243.0,330.0,174.0,177.0,159.0,231.0,201.0,267.0,279.0,0,12,2,4,2022,1
2022-04-13,207.0,207.0,210.0,243.0,330.0,174.0,279.0,165.0,174.0,198.0,177.0,207.0,282.0,0,13,3,4,2022,1
2022-04-14,207.0,210.0,243.0,330.0,174.0,279.0,282.0,225.0,210.0,156.0,195.0,207.0,276.0,0,14,4,4,2022,1
2022-04-15,210.0,243.0,330.0,174.0,279.0,282.0,276.0,195.0,273.0,174.0,240.0,210.0,282.0,0,15,5,4,2022,1
2022-04-16,243.0,330.0,174.0,279.0,282.0,276.0,282.0,204.0,336.0,291.0,396.0,243.0,255.0,0,16,6,4,2022,0
2022-04-17,330.0,174.0,279.0,282.0,276.0,282.0,255.0,345.0,327.0,312.0,315.0,330.0,267.0,0,17,7,4,2022,0
2022-04-18,174.0,279.0,282.0,276.0,282.0,255.0,267.0,138.0,204.0,240.0,270.0,174.0,159.0,0,18,1,4,2022,1
2022-04-19,279.0,282.0,276.0,282.0,255.0,267.0,159.0,159.0,231.0,201.0,267.0,279.0,180.0,0,19,2,4,2022,1
2022-04-20,282.0,276.0,282.0,255.0,267.0,159.0,180.0,174.0,198.0,177.0,207.0,282.0,189.0,0,20,3,4,2022,1
2022-04-21,276.0,282.0,255.0,267.0,159.0,180.0,189.0,210.0,156.0,195.0,207.0,276.0,195.0,0,21,4,4,2022,1
2022-04-22,282.0,255.0,267.0,159.0,180.0,189.0,195.0,273.0,174.0,240.0,210.0,282.0,249.0,0,22,5,4,2022,1
2022-04-23,255.0,267.0,159.0,180.0,189.0,195.0,249.0,336.0,291.0,396.0,243.0,255.0,300.0,0,23,6,4,2022,0
2022-04-24,267.0,159.0,180.0,189.0,195.0,249.0,300.0,327.0,312.0,315.0,330.0,267.0,306.0,0,24,7,4,2022,0
2022-04-25,159.0,180.0,189.0,195.0,249.0,300.0,306.0,204.0,240.0,270.0,174.0,159.0,249.0,0,25,1,4,2022,1
2022-04-26,180.0,189.0,195.0,249.0,300.0,306.0,249.0,231.0,201.0,267.0,279.0,180.0,231.0,0,26,2,4,2022,1
2022-04-27,189.0,195.0,249.0,300.0,306.0,249.0,231.0,198.0,177.0,207.0,282.0,189.0,255.0,0,27,3,4,2022,1
2022-04-28,195.0,249.0,300.0,306.0,249.0,231.0,255.0,156.0,195.0,207.0,276.0,195.0,234.0,0,28,4,4,2022,1
2022-04-29,249.0,300.0,306.0,249.0,231.0,255.0,234.0,174.0,240.0,210.0,282.0,249.0,210.0,0,29,5,4,2022,1
2022-04-30,300.0,306.0,249.0,231.0,255.0,234.0,210.0,291.0,396.0,243.0,255.0,300.0,345.0,0,30,6,4,2022,0
2022-05-01,306.0,249.0,231.0,255.0,234.0,210.0,345.0,312.0,315.0,330.0,267.0,306.0,465.0,1,1,7,5,2022,0
2022-05-02,249.0,231.0,255.0,234.0,210.0,345.0,465.0,240.0,270.0,174.0,159.0,249.0,291.0,0,2,1,5,2022,1
2022-05-03,231.0,255.0,234.0,210.0,345.0,465.0,291.0,201.0,267.0,279.0,180.0,231.0,285.0,0,3,2,5,2022,1
2022-05-04,255.0,234.0,210.0,345.0,465.0,291.0,285.0,177.0,207.0,282.0,189.0,255.0,246.0,0,4,3,5,2022,1
2022-05-05,234.0,210.0,345.0,465.0,291.0,285.0,246.0,195.0,207.0,276.0,195.0,234.0,192.0,0,5,4,5,2022,1
2022-05-06,210.0,345.0,465.0,291.0,285.0,246.0,192.0,240.0,210.0,282.0,249.0,210.0,252.0,0,6,5,5,2022,1
2022-05-07,345.0,465.0,291.0,285.0,246.0,192.0,252.0,396.0,243.0,255.0,300.0,345.0,336.0,0,7,6,5,2022,0
2022-05-08,465.0,291.0,285.0,246.0,192.0,252.0,336.0,315.0,330.0,267.0,306.0,465.0,327.0,0,8,7,5,2022,0
2022-05-09,291.0,285.0,246.0,192.0,252.0,336.0,327.0,270.0,174.0,159.0,249.0,291.0,207.0,0,9,1,5,2022,1
2022-05-10,285.0,246.0,192.0,252.0,336.0,327.0,207.0,267.0,279.0,180.0,231.0,285.0,210.0,0,10,2,5,2022,1
2022-05-11,246.0,192.0,252.0,336.0,327.0,207.0,210.0,207.0,282.0,189.0,255.0,246.0,198.0,0,11,3,5,2022,1
2022-05-12,192.0,252.0,336.0,327.0,207.0,210.0,198.0,207.0,276.0,195.0,234.0,192.0,168.0,0,12,4,5,2022,1
2022-05-13,252.0,336.0,327.0,207.0,210.0,198.0,168.0,210.0,282.0,249.0,210.0,252.0,279.0,0,13,5,5,2022,1
2022-05-14,336.0,327.0,207.0,210.0,198.0,168.0,279.0,243.0,255.0,300.0,345.0,336.0,318.0,0,14,6,5,2022,0
2022-05-15,327.0,207.0,210.0,198.0,168.0,279.0,318.0,330.0,267.0,306.0,465.0,327.0,309.0,0,15,7,5,2022,0
2022-05-16,207.0,210.0,198.0,168.0,279.0,318.0,309.0,174.0,159.0,249.0,291.0,207.0,204.0,0,16,1,5,2022,1
2022-05-17,210.0,198.0,168.0,279.0,318.0,309.0,204.0,279.0,180.0,231.0,285.0,210.0,147.0,0,17,2,5,2022,1
2022-05-18,198.0,168.0,279.0,318.0,309.0,204.0,147.0,282.0,189.0,255.0,246.0,198.0,150.0,0,18,3,5,2022,1
2022-05-19,168.0,279.0,318.0,309.0,204.0,147.0,150.0,276.0,195.0,234.0,192.0,168.0,174.0,0,19,4,5,2022,1
2022-05-20,279.0,318.0,309.0,204.0,147.0,150.0,174.0,282.0,249.0,210.0,252.0,279.0,219.0,0,20,5,5,2022,1
2022-05-21,318.0,309.0,204.0,147.0,150.0,174.0,219.0,255.0,300.0,345.0,336.0,318.0,240.0,0,21,6,5,2022,0
2022-05-22,309.0,204.0,147.0,150.0,174.0,219.0,240.0,267.0,306.0,465.0,327.0,309.0,327.0,0,22,7,5,2022,0
2022-05-23,204.0,147.0,150.0,174.0,219.0,240.0,327.0,159.0,249.0,291.0,207.0,204.0,180.0,0,23,1,5,2022,1
2022-05-24,147.0,150.0,174.0,219.0,240.0,327.0,180.0,180.0,231.0,285.0,210.0,147.0,210.0,0,24,2,5,2022,1
2022-05-25,150.0,174.0,219.0,240.0,327.0,180.0,210.0,189.0,255.0,246.0,198.0,150.0,171.0,0,25,3,5,2022,1
2022-05-26,174.0,219.0,240.0,327.0,180.0,210.0,171.0,195.0,234.0,192.0,168.0,174.0,177.0,0,26,4,5,2022,1
2022-05-27,219.0,240.0,327.0,180.0,210.0,171.0,177.0,249.0,210.0,252.0,279.0,219.0,162.0,0,27,5,5,2022,1
2022-05-28,240.0,327.0,180.0,210.0,171.0,177.0,162.0,300.0,345.0,336.0,318.0,240.0,258.0,0,28,6,5,2022,0
2022-05-29,327.0,180.0,210.0,171.0,177.0,162.0,258.0,306.0,465.0,327.0,309.0,327.0,309.0,0,29,7,5,2022,0
2022-05-30,180.0,210.0,171.0,177.0,162.0,258.0,309.0,249.0,291.0,207.0,204.0,180.0,222.0,0,30,1,5,2022,1
2022-05-31,210.0,171.0,177.0,162.0,258.0,309.0,222.0,231.0,285.0,210.0,147.0,210.0,180.0,0,31,2,5,2022,1
2022-06-01,171.0,177.0,162.0,258.0,309.0,222.0,180.0,255.0,246.0,198.0,150.0,171.0,207.0,0,1,3,6,2022,1
2022-06-02,177.0,162.0,258.0,309.0,222.0,180.0,207.0,234.0,192.0,168.0,174.0,177.0,135.0,0,2,4,6,2022,1
2022-06-03,162.0,258.0,309.0,222.0,180.0,207.0,135.0,210.0,252.0,279.0,219.0,162.0,300.0,0,3,5,6,2022,1
2022-06-04,258.0,309.0,222.0,180.0,207.0,135.0,300.0,345.0,336.0,318.0,240.0,258.0,282.0,0,4,6,6,2022,0
2022-06-05,309.0,222.0,180.0,207.0,135.0,300.0,282.0,465.0,327.0,309.0,327.0,309.0,321.0,0,5,7,6,2022,0
2022-06-06,222.0,180.0,207.0,135.0,300.0,282.0,321.0,291.0,207.0,204.0,180.0,222.0,207.0,0,6,1,6,2022,1
2022-06-07,180.0,207.0,135.0,300.0,282.0,321.0,207.0,285.0,210.0,147.0,210.0,180.0,180.0,0,7,2,6,2022,1
2022-06-08,207.0,135.0,300.0,282.0,321.0,207.0,180.0,246.0,198.0,150.0,171.0,207.0,183.0,0,8,3,6,2022,1
2022-06-09,135.0,300.0,282.0,321.0,207.0,180.0,183.0,192.0,168.0,174.0,177.0,135.0,177.0,0,9,4,6,2022,1
2022-06-10,300.0,282.0,321.0,207.0,180.0,183.0,177.0,252.0,279.0,219.0,162.0,300.0,144.0,0,10,5,6,2022,1
2022-06-11,282.0,321.0,207.0,180.0,183.0,177.0,144.0,336.0,318.0,240.0,258.0,282.0,246.0,0,11,6,6,2022,0
2022-06-12,321.0,207.0,180.0,183.0,177.0,144.0,246.0,327.0,309.0,327.0,309.0,321.0,357.0,0,12,7,6,2022,0
2022-06-13,207.0,180.0,183.0,177.0,144.0,246.0,357.0,207.0,204.0,180.0,222.0,207.0,147.0,0,13,1,6,2022,1
2022-06-14,180.0,183.0,177.0,144.0,246.0,357.0,147.0,210.0,147.0,210.0,180.0,180.0,192.0,0,14,2,6,2022,1
2022-06-15,183.0,177.0,144.0,246.0,357.0,147.0,192.0,198.0,150.0,171.0,207.0,183.0,192.0,0,15,3,6,2022,1
2022-06-16,177.0,144.0,246.0,357.0,147.0,192.0,192.0,168.0,174.0,177.0,135.0,177.0,159.0,0,16,4,6,2022,1
2022-06-17,144.0,246.0,357.0,147.0,192.0,192.0,159.0,279.0,219.0,162.0,300.0,144.0,132.0,0,17,5,6,2022,1
2022-06-18,246.0,357.0,147.0,192.0,192.0,159.0,132.0,318.0,240.0,258.0,282.0,246.0,216.0,0,18,6,6,2022,0
2022-06-19,357.0,147.0,192.0,192.0,159.0,132.0,216.0,309.0,327.0,309.0,321.0,357.0,312.0,0,19,7,6,2022,0
2022-06-20,147.0,192.0,192.0,159.0,132.0,216.0,312.0,204.0,180.0,222.0,207.0,147.0,174.0,0,20,1,6,2022,1
2022-06-21,192.0,192.0,159.0,132.0,216.0,312.0,174.0,147.0,210.0,180.0,180.0,192.0,255.0,0,21,2,6,2022,1
